,name,rating,review
712,Foodiction,1,Not worth it
713,Foodiction,5,Yummm 
714,Foodiction,1,worst food ever
715,Foodiction,5,nice and on time
716,Foodiction,3,Nice
717,Foodiction,1,Not worth it
718,Foodiction,5,Yummm 
719,Foodiction,1,worst food ever
720,Foodiction,5,nice and on time
721,Foodiction,3,Nice
722,Foodiction,1,Not worth it
723,Foodiction,5,Yummm 
724,Foodiction,1,worst food ever
725,Foodiction,5,nice and on time
726,Foodiction,3,Nice
727,Foodiction,1,Not worth it
728,Foodiction,5,Yummm 
729,Foodiction,4,good
730,Foodiction,1,burnt food
731,Foodiction,2,Food was not tat gud
732,Foodiction,5,awesome
733,Foodiction,1,worst too late
734,Foodiction,4,good
735,Foodiction,1,burnt food
736,Foodiction,2,Food was not tat gud
737,Foodiction,5,awesome
738,Foodiction,1,worst too late
739,Foodiction,1,it was different onwhat I ordered
740,Foodiction,1,bad choice never feel back to order worst food i had to waste the foid by not having it
741,Foodiction,1,worst veg platter ever whatever is that potato thing u put in it
742,Foodiction,5,It was good
743,Foodiction,5,good
744,Foodiction,1,it was different onwhat I ordered
745,Foodiction,1,bad choice never feel back to order worst food i had to waste the foid by not having it
746,Foodiction,1,worst veg platter ever whatever is that potato thing u put in it
747,Foodiction,5,It was good
748,Foodiction,5,good
749,Foodiction,1,very bad packingfood quality is not good
750,Foodiction,4,U guys must increase rice quantity
751,Foodiction,5,Super
752,Foodiction,5,Very good service Got my order delivered in less than 25 minutes
753,Foodiction,1,There is no chicken khabab instead there is onion pokoda
754,Foodiction,1,very bad packingfood quality is not good
755,Foodiction,4,U guys must increase rice quantity
756,Foodiction,5,Super
757,Foodiction,5,Very good service Got my order delivered in less than 25 minutes
758,Foodiction,1,There is no chicken khabab instead there is onion pokoda
759,Foodiction,5,Good
760,Foodiction,2,Food was not hot Biriyani was tasteless the gravy given was spoiled however chicken tikka was really good
761,Foodiction,5,nice
762,Foodiction,1,worst biriyani ever had
763,Foodiction,5,good
764,Foodiction,5,Good
765,Foodiction,2,Food was not hot Biriyani was tasteless the gravy given was spoiled however chicken tikka was really good
766,Foodiction,5,nice
767,Foodiction,1,worst biriyani ever had
768,Foodiction,5,good
769,Foodiction,5,Good
770,Foodiction,5,nice
771,Foodiction,5,very nice recommendedlate night support any time
772,Foodiction,1,no I remember put in the sundae
773,Foodiction,3,It took over an hour for rice and fulka
774,Foodiction,5,Tasty food delivered on time Super
775,Foodiction,4,i
776,Foodiction,5,Perfect taste and on time delivery
777,Foodiction,2,Bad Food
778,Foodiction,1,the wrost food ever 
779,Foodiction,5,Tasty food delivered on time Super
780,Foodiction,4,i
781,Foodiction,5,Perfect taste and on time delivery
782,Foodiction,2,Bad Food
783,Foodiction,1,the wrost food ever 
784,Foodiction,5,I am happy with the food quality and delivery on time
785,Foodiction,5,awesome food available at night tandoorii fried too goodkudos
786,Foodiction,5,best food ever
787,Foodiction,1,delivery guy is not proper
788,Foodiction,4,gud
789,Foodiction,5,I am happy with the food quality and delivery on time
790,Foodiction,5,awesome food available at night tandoorii fried too goodkudos
791,Foodiction,5,best food ever
792,Foodiction,1,delivery guy is not proper
793,Foodiction,4,gud
794,Foodiction,5,I am happy with the food quality and delivery on time
795,Foodiction,5,awesome food available at night tandoorii fried too goodkudos
796,Foodiction,5,best food ever
797,Foodiction,1,delivery guy is not proper
798,Foodiction,4,gud
799,Foodiction,1,the packet was open
800,Foodiction,5,fantastic food just loved everything about these folks  keep rocking you guys 
801,Foodiction,1,ice cream missing
802,Foodiction,1,u people cancelled my order and didnt refund
803,Foodiction,2,too oily
804,Foodiction,1,the packet was open
805,Foodiction,5,fantastic food just loved everything about these folks  keep rocking you guys 
806,Foodiction,1,ice cream missing
807,Foodiction,1,u people cancelled my order and didnt refund
808,Foodiction,2,too oily
809,Foodiction,1,the packet was open
810,Foodiction,5,fantastic food just loved everything about these folks  keep rocking you guys 
811,Foodiction,1,ice cream missing
812,Foodiction,1,u people cancelled my order and didnt refund
813,Foodiction,2,too oily
814,Foodiction,1,the packet was open
815,Foodiction,5,fantastic food just loved everything about these folks  keep rocking you guys 
816,Foodiction,1,ice cream missing
817,Foodiction,1,u people cancelled my order and didnt refund
818,Foodiction,2,too oily
819,Foodiction,1,the packet was open
820,Foodiction,5,fantastic food just loved everything about these folks  keep rocking you guys 
821,Foodiction,1,ice cream missing
822,Foodiction,1,u people cancelled my order and didnt refund
823,Foodiction,2,too oily
824,Foodiction,3,delivered late and not hot
825,Foodiction,1,it was not good at all
826,Foodiction,2,bakwas khanna
827,Foodiction,1,bad food unhygienic and unhealthy
828,Foodiction,3,n
829,Foodiction,3,delivered late and not hot
830,Foodiction,1,it was not good at all
831,Foodiction,2,bakwas khanna
832,Foodiction,1,bad food unhygienic and unhealthy
833,Foodiction,3,n
834,Foodiction,5,Good and delicious
835,Foodiction,1,"please dont even order the food was terible burger was horrible even an fastfood chain would have better burgers and the chicken 65 tasted nothing like chicken 65 They did not even deliver the dips wich was supposed to come with the burger
The only advantage is it is available at late nights"
836,Foodiction,4,good food and average delivery time
837,Foodiction,1,bad food
838,Foodiction,1,"The worst
i have ordered Lassi and it was like buttermilk consistansy the taste was worst"
839,Foodiction,5,Good and delicious
840,Foodiction,1,"please dont even order the food was terible burger was horrible even an fastfood chain would have better burgers and the chicken 65 tasted nothing like chicken 65 They did not even deliver the dips wich was supposed to come with the burger
The only advantage is it is available at late nights"
841,Foodiction,4,good food and average delivery time
842,Foodiction,1,bad food
843,Foodiction,1,"The worst
i have ordered Lassi and it was like buttermilk consistansy the taste was worst"
844,Foodiction,3,Salt was less in paneer rice
845,Foodiction,4,Good Service Comparatively less delivery time
846,Foodiction,3,not bad but cost was high
847,Foodiction,1,one of the worst chicken fried rice Ive ever had The dish was light red in color filled with poorly cut vegetables and no count on the number of chilies or be it any other spices in the dish This kind of service is clearly not what we expect to be on Zomato
848,Foodiction,5,best
849,Foodiction,3,Salt was less in paneer rice
850,Foodiction,4,Good Service Comparatively less delivery time
851,Foodiction,3,not bad but cost was high
852,Foodiction,1,one of the worst chicken fried rice Ive ever had The dish was light red in color filled with poorly cut vegetables and no count on the number of chilies or be it any other spices in the dish This kind of service is clearly not what we expect to be on Zomato
853,Foodiction,5,best
854,Foodiction,3,Salt was less in paneer rice
855,Foodiction,4,Good Service Comparatively less delivery time
856,Foodiction,3,not bad but cost was high
857,Foodiction,1,one of the worst chicken fried rice Ive ever had The dish was light red in color filled with poorly cut vegetables and no count on the number of chilies or be it any other spices in the dish This kind of service is clearly not what we expect to be on Zomato
858,Foodiction,5,best
859,Foodiction,1,they dont deliver on time 
860,Foodiction,1,the food wasnt delivered after 2 hours someone from zomato called and said food wont be delivered
861,Foodiction,4,Would be even better if they can deliver food a little sooner
862,Foodiction,5,awesome
863,Foodiction,1,lassi I ordered was subpar at best and was very thin  Taste was also sour
864,Foodiction,1,they dont deliver on time 
865,Foodiction,1,the food wasnt delivered after 2 hours someone from zomato called and said food wont be delivered
866,Foodiction,4,Would be even better if they can deliver food a little sooner
867,Foodiction,5,awesome
868,Foodiction,1,lassi I ordered was subpar at best and was very thin  Taste was also sour
869,Foodiction,2,Delivery was quite late And quality of food is best For quality and taste I give 5
870,Foodiction,1,Lassi was ripen
871,Foodiction,4,good
872,Foodiction,1,Rotten food
873,Foodiction,1,cold food received and worst service
874,Foodiction,2,Delivery was quite late And quality of food is best For quality and taste I give 5
875,Foodiction,1,Lassi was ripen
876,Foodiction,4,good
877,Foodiction,1,Rotten food
878,Foodiction,1,cold food received and worst service
879,Foodiction,1,ordered chicken burger and they sent veg burger
880,Foodiction,1,Food was not served at all
881,Foodiction,4,the order was quite late but the guy at chat survive was quite sympathetic and the food was great
882,Foodiction,5,fine
883,Foodiction,1,I did not get any delivery but it is showing as delivered
884,Foodiction,1,The worst food I had in my life
885,Foodiction,2,the 65 wasnt the kabab like chicken that I expected and the biriyani was just too spicy to even take a bite peppercorn in every bite and cloves the raita was nothing to boast about too watery and had no onions but I must say the 65 was tasty enough had tasty garlic and onion bits fried well
886,Foodiction,5,amazing nice offer from zomato
887,Foodiction,5,good
888,Foodiction,1,food quality is low n quantity z less not worthy
889,Foodiction,3,I ordered full tandoori but quanty was not like full Very small pieces of chicken were present in the cover It looked like half plate tandoori Other wise delivery and taste was very good
890,Foodiction,3,no cutlery
891,Foodiction,1,The biryani was HORRIBLE The rice was either bad or just bad to eat
892,Foodiction,1,Worst food ever I had  I dont wanna single star also
893,Foodiction,1,Worst food
894,Foodiction,3,I ordered full tandoori but quanty was not like full Very small pieces of chicken were present in the cover It looked like half plate tandoori Other wise delivery and taste was very good
895,Foodiction,3,no cutlery
896,Foodiction,1,The biryani was HORRIBLE The rice was either bad or just bad to eat
897,Foodiction,1,Worst food ever I had  I dont wanna single star also
898,Foodiction,1,Worst food
899,Foodiction,2,Very long delay
900,Foodiction,3,i guess cardamom got dropped in paneer it was too muchrest was fine
901,Foodiction,1,if you wish to get wierd diseases just by eating this is the best placethe food is more worse than road side onesworst experience please please dont buy food from here
902,Foodiction,4,good
903,Foodiction,3,Had asked for Chicken Manchurian Dry but got gravy instead which was incredibly salty too
904,Foodiction,2,Very long delay
905,Foodiction,3,i guess cardamom got dropped in paneer it was too muchrest was fine
906,Foodiction,1,if you wish to get wierd diseases just by eating this is the best placethe food is more worse than road side onesworst experience please please dont buy food from here
907,Foodiction,4,good
908,Foodiction,3,Had asked for Chicken Manchurian Dry but got gravy instead which was incredibly salty too
909,Foodiction,2,Very long delay
910,Foodiction,3,i guess cardamom got dropped in paneer it was too muchrest was fine
911,Foodiction,1,if you wish to get wierd diseases just by eating this is the best placethe food is more worse than road side onesworst experience please please dont buy food from here
912,Foodiction,4,good
913,Foodiction,3,Had asked for Chicken Manchurian Dry but got gravy instead which was incredibly salty too
914,Foodiction,2,Food quantity and dlvry time
915,Foodiction,1,very delayed service took more than 30 of delivery time
916,Foodiction,3,chicken tasty but its not hot and halwa is not worthy that quantity is very less lassi too
917,Foodiction,3,wasnt that good
918,Foodiction,1,Worst food
919,Foodiction,1,please remove this hotel from your app otherwise i will give bad reviews on social media and play store
920,Foodiction,5,Osm
921,Foodiction,2,not good
922,Foodiction,1,egg noodles is tasteless and egg Manchurian is watery and tasteless hardly 2 eggs were there not worth the money I would rather go for latenightin
923,Foodiction,1,"If you consider ordering from this place please visit the physical outlet
Hygiene is a forgotten term Very messy and poor maintenance
Wouldnt want to get into the details but please so not consider"
924,Foodiction,1,please remove this hotel from your app otherwise i will give bad reviews on social media and play store
925,Foodiction,5,Osm
926,Foodiction,2,not good
927,Foodiction,1,egg noodles is tasteless and egg Manchurian is watery and tasteless hardly 2 eggs were there not worth the money I would rather go for latenightin
928,Foodiction,1,"If you consider ordering from this place please visit the physical outlet
Hygiene is a forgotten term Very messy and poor maintenance
Wouldnt want to get into the details but please so not consider"
929,Foodiction,3,good
930,Foodiction,1,worst restaurant ever all were small prawns
931,Foodiction,1,This place is shit I had ordered late night they made me wait for one and half hour and did not respond to calls Never order from hereid rate it zero if there was an option
932,Foodiction,1,if there is any below 1 that would be rating pathetic service
933,Foodiction,1,Food got delivered after 2 hours and that too it was really bad  Service and taste both was next level bad I had to throw  Wouldnt suggest anyone
934,Foodiction,3,good
935,Foodiction,1,worst restaurant ever all were small prawns
936,Foodiction,1,This place is shit I had ordered late night they made me wait for one and half hour and did not respond to calls Never order from hereid rate it zero if there was an option
937,Foodiction,1,if there is any below 1 that would be rating pathetic service
938,Foodiction,1,Food got delivered after 2 hours and that too it was really bad  Service and taste both was next level bad I had to throw  Wouldnt suggest anyone
939,Foodiction,1,recieved 30 mins late
940,Foodiction,4,Nice
941,Foodiction,4,butter chicken was fantastic
942,Foodiction,5,"A late night delivery option  I think its a good one  They delivered before time 
The food was packed properly and was hot 
The taste was good  I really liked their preparation of chicken chilli "
943,Foodiction,1,Try to improve
944,Foodiction,4,good
945,Foodiction,3,too less quantity for the price
946,Foodiction,1,Id love to have some ventilation along with cleanliness with a sprinkle of good service There are no working fans not a clean place and orders take long and are overpriced for the quality
947,Foodiction,1,worst burger i ever hadorderd by 11pm and got the order by 110amno cancel optiongot gard bun burger throwed it fullyworst quality
948,Foodiction,1,there was no mutton in burger I dont like it I have no option at this time
949,Foodiction,4,good
950,Foodiction,3,too less quantity for the price
951,Foodiction,1,Id love to have some ventilation along with cleanliness with a sprinkle of good service There are no working fans not a clean place and orders take long and are overpriced for the quality
952,Foodiction,1,worst burger i ever hadorderd by 11pm and got the order by 110amno cancel optiongot gard bun burger throwed it fullyworst quality
953,Foodiction,1,there was no mutton in burger I dont like it I have no option at this time
954,Foodiction,3,tandoori was good  biriyani was mediocre
955,Foodiction,1,Horrible service I ordered veg noodles and got egg And as our campus restricts non vegetarian food beyond a time I was forced to throw the food away When I tried telling this to the restaurant representatives they responded in the most arrogant fashion ever talking in their own slang and asking me how can there exist such a hostel which does that Finally they say they will not give a refund or the corrected order because they would incur a loss Not one care was given to the fact that they tried to serve egg to a vegetarian And when I told that over phone they told that it was okay for me to have egg in my possession Who are they to tell me what Im supposed to do And they conveniently ignore what the primary issue is Horrible customer service
956,Foodiction,2,not that much worth
957,Foodiction,2,Delay in delivery
958,Foodiction,1,Not good and gravy not sufficient really its bad
959,Foodiction,3,tandoori was good  biriyani was mediocre
960,Foodiction,1,Horrible service I ordered veg noodles and got egg And as our campus restricts non vegetarian food beyond a time I was forced to throw the food away When I tried telling this to the restaurant representatives they responded in the most arrogant fashion ever talking in their own slang and asking me how can there exist such a hostel which does that Finally they say they will not give a refund or the corrected order because they would incur a loss Not one care was given to the fact that they tried to serve egg to a vegetarian And when I told that over phone they told that it was okay for me to have egg in my possession Who are they to tell me what Im supposed to do And they conveniently ignore what the primary issue is Horrible customer service
961,Foodiction,2,not that much worth
962,Foodiction,2,Delay in delivery
963,Foodiction,1,Not good and gravy not sufficient really its bad
964,Foodiction,1,it was not worth the money
965,Foodiction,4,Very nice loved it and ur chat support is really awesome please keep it up love u
966,Foodiction,3,one item wasnt delivered
967,Foodiction,1,too much of salt in in mutton burger and I ordered doubledecker burger which I didnt get worst orderever will never order again dont expect too much from this place
968,Foodiction,1,Took more than 2 hours to deliver the food and the restaurant just doesnt receive the calls
969,Foodiction,1,it was not worth the money
970,Foodiction,4,Very nice loved it and ur chat support is really awesome please keep it up love u
971,Foodiction,3,one item wasnt delivered
972,Foodiction,1,too much of salt in in mutton burger and I ordered doubledecker burger which I didnt get worst orderever will never order again dont expect too much from this place
973,Foodiction,1,Took more than 2 hours to deliver the food and the restaurant just doesnt receive the calls
974,Foodiction,3,wanted doorstep
975,Foodiction,1,the food was stale had to throw out
976,Foodiction,3,The food was ok ok Not so good but to get food at morning 4 was too Good
977,Foodiction,3,peace
978,Foodiction,1,Didnt receive
979,Foodiction,3,wanted doorstep
980,Foodiction,1,the food was stale had to throw out
981,Foodiction,3,The food was ok ok Not so good but to get food at morning 4 was too Good
982,Foodiction,3,peace
983,Foodiction,1,Didnt receive
984,Foodiction,3,wanted doorstep
985,Foodiction,1,the food was stale had to throw out
986,Foodiction,3,The food was ok ok Not so good but to get food at morning 4 was too Good
987,Foodiction,3,peace
988,Foodiction,1,Didnt receive
989,Foodiction,3,satisfactory
990,Foodiction,5,thank you
991,Foodiction,5,nice
992,Foodiction,1,Very poor way of serving and quantity was soo less for the price chargedif u talk abt night service then also d food should be goodworst place
993,Foodiction,1,delivery was 1 hour late You can imagine the taste of food after 1hr
994,Foodiction,3,satisfactory
995,Foodiction,5,thank you
996,Foodiction,5,nice
997,Foodiction,1,Very poor way of serving and quantity was soo less for the price chargedif u talk abt night service then also d food should be goodworst place
998,Foodiction,1,delivery was 1 hour late You can imagine the taste of food after 1hr
999,Foodiction,1,Very bad food quality ordered at 300 AM Restaurant Dint agree to exchange the order items when I tried to reach immediately after placing order Prefer not to order once again 
1000,Foodiction,5,yup fine
1001,Foodiction,5,good one nice option for quick bite
1002,Foodiction,1,biryani quality is very poorwaste of money
1003,Foodiction,5,good food
1004,Foodiction,1,found cockroach in fooddisgustingplace should be banned
1005,Foodiction,5,thanks
1006,Foodiction,5,awesome food however prawns could have been bigger 
1007,Foodiction,1,The burger was cold the shake was very very badI understand that the delivery took time but the food was so bad
1008,Foodiction,1,I received the order 10 mins late and the lassi is sour The first and the last time Im ordering from Zomato Totally worthless
1009,Foodiction,1,found cockroach in fooddisgustingplace should be banned
1010,Foodiction,5,thanks
1011,Foodiction,5,awesome food however prawns could have been bigger 
1012,Foodiction,1,The burger was cold the shake was very very badI understand that the delivery took time but the food was so bad
1013,Foodiction,1,I received the order 10 mins late and the lassi is sour The first and the last time Im ordering from Zomato Totally worthless
1014,Foodiction,2,food average  delivery  pathetic got the food delivered half an hour late
1015,Foodiction,5,the food is always good thereinhave managed to get good food and hygiene food especially in the night as wellmake up to the hungry stomach all the timethanks for this guyskudos to you for working it through the night
1016,Foodiction,1,delivery time is too much
1017,Foodiction,1,My hostel is near this place i used to order from here in emergency but stopped after i visited this restaurant one fine afternoon the place stinks
1018,Foodiction,5,The food was amazing
1019,Foodiction,2,food average  delivery  pathetic got the food delivered half an hour late
1020,Foodiction,5,the food is always good thereinhave managed to get good food and hygiene food especially in the night as wellmake up to the hungry stomach all the timethanks for this guyskudos to you for working it through the night
1021,Foodiction,1,delivery time is too much
1022,Foodiction,1,My hostel is near this place i used to order from here in emergency but stopped after i visited this restaurant one fine afternoon the place stinks
1023,Foodiction,5,The food was amazing
1024,Foodiction,1,Not good  No Value for money 
1025,Foodiction,2,Delivery was late And quality of food was quiet poor too
1026,Foodiction,2,Food quality was poor Salt was added in abundance for couple of items
1027,Foodiction,3,late delivery
1028,Foodiction,2,dint get the change
1029,Foodiction,1,Not good  No Value for money 
1030,Foodiction,2,Delivery was late And quality of food was quiet poor too
1031,Foodiction,2,Food quality was poor Salt was added in abundance for couple of items
1032,Foodiction,3,late delivery
1033,Foodiction,2,dint get the change
1034,Foodiction,1,Not good  No Value for money 
1035,Foodiction,2,Delivery was late And quality of food was quiet poor too
1036,Foodiction,2,Food quality was poor Salt was added in abundance for couple of items
1037,Foodiction,3,late delivery
1038,Foodiction,2,dint get the change
1039,Foodiction,3,I requested for less spicy since my two kids were also recipient of the food but the order was quite spicy
1040,Foodiction,3,Too late
1041,Foodiction,1,not yet delivered
1042,Foodiction,5,taste was the best quantity was a bit low service was good
1043,Foodiction,4,Good Food
1044,Foodiction,3,I requested for less spicy since my two kids were also recipient of the food but the order was quite spicy
1045,Foodiction,3,Too late
1046,Foodiction,1,not yet delivered
1047,Foodiction,5,taste was the best quantity was a bit low service was good
1048,Foodiction,4,Good Food
1049,Foodiction,3,I requested for less spicy since my two kids were also recipient of the food but the order was quite spicy
1050,Foodiction,3,Too late
1051,Foodiction,1,not yet delivered
1052,Foodiction,5,taste was the best quantity was a bit low service was good
1053,Foodiction,4,Good Food
1054,Foodiction,1,Pathetic service as usual by zomato the restaurant  obviously with confused delivery person
1055,Foodiction,3,Average food Good for late night desert cravings the ice creams being just decent
1056,Foodiction,1,Stupid food and stupid delivery 
1057,Foodiction,1,Worst food this is icaunt eat this food food is very smelly and not cooking properly totally waste of money 
1058,Foodiction,5,Ever since the management has changed the food quality and service has been amazing We ordered food at midnight and got it delivered in an hour Chicken Sagwala Kaju Masala and fish fingers are must try dishes
1059,Foodiction,1,Pathetic service as usual by zomato the restaurant  obviously with confused delivery person
1060,Foodiction,3,Average food Good for late night desert cravings the ice creams being just decent
1061,Foodiction,1,Stupid food and stupid delivery 
1062,Foodiction,1,Worst food this is icaunt eat this food food is very smelly and not cooking properly totally waste of money 
1063,Foodiction,5,Ever since the management has changed the food quality and service has been amazing We ordered food at midnight and got it delivered in an hour Chicken Sagwala Kaju Masala and fish fingers are must try dishes
1064,Foodiction,1,Food is bad Way too oily
1065,Foodiction,5,Nyc place to serve midnight food delivery fast delivery and good communication skills to the customer its good place the taste is awesome once you eat hyderabadi biryani its awesome keep rocking guys
1066,Foodiction,1,Very bad service and curtesy They took order and cencelled after approximately an hour Which impacts very bad affect on customer dining They didnt even call if they cant find the delivery place I had a very bad experience with this restaurant and Ill suggest other customers do not waste your time in this particular restaurant
1067,Foodiction,2.5,Exceptional service The delivery was spot on The ambience  its very dull and smelly and the kitchen is crampy compact The menu is good and the quality the taste is meagre You dont expect too much from this restaurant in terms of wooing your tastebuds Tip When the delivery agent gives you a call before he leaves the resturant make sure he has got everything
1068,Foodiction,5,it was awesome 
1069,Foodiction,1,Food is bad Way too oily
1070,Foodiction,5,Nyc place to serve midnight food delivery fast delivery and good communication skills to the customer its good place the taste is awesome once you eat hyderabadi biryani its awesome keep rocking guys
1071,Foodiction,1,Very bad service and curtesy They took order and cencelled after approximately an hour Which impacts very bad affect on customer dining They didnt even call if they cant find the delivery place I had a very bad experience with this restaurant and Ill suggest other customers do not waste your time in this particular restaurant
1072,Foodiction,2.5,Exceptional service The delivery was spot on The ambience  its very dull and smelly and the kitchen is crampy compact The menu is good and the quality the taste is meagre You dont expect too much from this restaurant in terms of wooing your tastebuds Tip When the delivery agent gives you a call before he leaves the resturant make sure he has got everything
1073,Foodiction,5,it was awesome 
1074,Foodiction,1,Food is bad Way too oily
1075,Foodiction,5,Nyc place to serve midnight food delivery fast delivery and good communication skills to the customer its good place the taste is awesome once you eat hyderabadi biryani its awesome keep rocking guys
1076,Foodiction,1,Very bad service and curtesy They took order and cencelled after approximately an hour Which impacts very bad affect on customer dining They didnt even call if they cant find the delivery place I had a very bad experience with this restaurant and Ill suggest other customers do not waste your time in this particular restaurant
1077,Foodiction,2.5,Exceptional service The delivery was spot on The ambience  its very dull and smelly and the kitchen is crampy compact The menu is good and the quality the taste is meagre You dont expect too much from this restaurant in terms of wooing your tastebuds Tip When the delivery agent gives you a call before he leaves the resturant make sure he has got everything
1078,Foodiction,5,it was awesome 
1079,Foodiction,5,nice food super fast delivery impressed
1080,Foodiction,5,"Awesome service quick service good response but rice is cold good keep it up 
Thanks
Regards
Maheah V"
1081,Foodiction,1,If its past 2 am and your are hungry and this is the only place open  you better drink water and sleep its that worse  and this is my first review coz it was so bad
1082,Foodiction,5,Great food at amazing price I loved their midnight food delivery service We had ordered Chicken Biryani  fish fingers tandoor chicken and enjoyed every bit of it Keep up the good work guys
1083,Foodiction,5,"Food quality is good 
People in the place responds well to the customer 
Taste is seriously crazy over here 
The price is reasonable to the food they provide"
1084,Foodiction,2.5,I ordered chicken sausages quantity is very less before you guys were giving good quantity and big in size for the same price no idea what happen with you guys now small in size and less quantity
1085,Foodiction,5,Ordered gravies rice and breads from here Taste is amazing and it was delivered earlier than i expected even though i stay far away from this place Whole thing was a breeze Will be a repeat customer for sure
1086,Foodiction,2,Food doesnt taste good Very average or below average taste Doesnt make sense to pay 150 for veg gravies when they taste so average Didnt like the burger either
1087,Foodiction,5,good
1088,Foodiction,2,quantity is way too lesser
1089,Foodiction,2.5,I ordered chicken sausages quantity is very less before you guys were giving good quantity and big in size for the same price no idea what happen with you guys now small in size and less quantity
1090,Foodiction,5,Ordered gravies rice and breads from here Taste is amazing and it was delivered earlier than i expected even though i stay far away from this place Whole thing was a breeze Will be a repeat customer for sure
1091,Foodiction,2,Food doesnt taste good Very average or below average taste Doesnt make sense to pay 150 for veg gravies when they taste so average Didnt like the burger either
1092,Foodiction,5,good
1093,Foodiction,2,quantity is way too lesser
1094,Foodiction,2.5,I ordered chicken sausages quantity is very less before you guys were giving good quantity and big in size for the same price no idea what happen with you guys now small in size and less quantity
1095,Foodiction,5,Ordered gravies rice and breads from here Taste is amazing and it was delivered earlier than i expected even though i stay far away from this place Whole thing was a breeze Will be a repeat customer for sure
1096,Foodiction,2,Food doesnt taste good Very average or below average taste Doesnt make sense to pay 150 for veg gravies when they taste so average Didnt like the burger either
1097,Foodiction,5,good
1098,Foodiction,2,quantity is way too lesser
1099,Foodiction,1,one of the worst food to order at midnight when ur hungry Zomato should take it seriouslythey should never refer this resturantat midnightwhen we feel hungry food is total waste  tasteless burgers taste like vada pavand they make u wait for long
1100,Foodiction,1,too late
1101,Foodiction,3.5,"Foodiction again a doorstep delivery at midnights Since i work late night and i have this cravings for food at midnights i have been looking into outlets who serve latenights
I found foodiction and was impressed by the login offer they had So installed the app and ordered biriyani and burgers
Chicken tikka biriyani amazing
Burger hot and spicy

I appreciate their packing and quicker deliverymaybe cuz i stay closer
The costs are also nominal I would reccomend everyone to try foodiction

Food355
Service355"
1102,Foodiction,5,nice
1103,Foodiction,1,very very late and irresponsible
1104,Foodiction,1,one of the worst food to order at midnight when ur hungry Zomato should take it seriouslythey should never refer this resturantat midnightwhen we feel hungry food is total waste  tasteless burgers taste like vada pavand they make u wait for long
1105,Foodiction,1,too late
1106,Foodiction,3.5,"Foodiction again a doorstep delivery at midnights Since i work late night and i have this cravings for food at midnights i have been looking into outlets who serve latenights
I found foodiction and was impressed by the login offer they had So installed the app and ordered biriyani and burgers
Chicken tikka biriyani amazing
Burger hot and spicy

I appreciate their packing and quicker deliverymaybe cuz i stay closer
The costs are also nominal I would reccomend everyone to try foodiction

Food355
Service355"
1107,Foodiction,5,nice
1108,Foodiction,1,very very late and irresponsible
1109,Foodiction,5,very good
1110,Foodiction,1,"I had ordered food from this restaurantvery disappointed had ordered fish tikkapanner garlic chilliand rotis
Fish was good but the other two items were not even average paneer was hard like as if it had come directly from fridgerotis were little thick and not properly cooked i felt
Overall bad experiencei will never order here again"
1111,Foodiction,5,nm
1112,Foodiction,1,"A complete fraud place The app takes the order and my money at 4am and then I dont hear from them till 5am so I call the number The person who call answers literally sings Helloooo and says they didnt recieve any such order at all I try to explain and give my order details but they werent interested in listening at all and simply replied The Restaurant is closed and to call in the morning I asked about my money after some stalling and reluctance says that itll be refunded I wonder how they will ever refund if they dont even see yet order placed through their own app 
Im reporting the transaction to my credit card company and blocking them immediately Stay away from these fraudsters
PS Posting the order screenshot from their app as proof"
1113,Foodiction,5,very good food
1114,Foodiction,5,very good
1115,Foodiction,1,"I had ordered food from this restaurantvery disappointed had ordered fish tikkapanner garlic chilliand rotis
Fish was good but the other two items were not even average paneer was hard like as if it had come directly from fridgerotis were little thick and not properly cooked i felt
Overall bad experiencei will never order here again"
1116,Foodiction,5,nm
1117,Foodiction,1,"A complete fraud place The app takes the order and my money at 4am and then I dont hear from them till 5am so I call the number The person who call answers literally sings Helloooo and says they didnt recieve any such order at all I try to explain and give my order details but they werent interested in listening at all and simply replied The Restaurant is closed and to call in the morning I asked about my money after some stalling and reluctance says that itll be refunded I wonder how they will ever refund if they dont even see yet order placed through their own app 
Im reporting the transaction to my credit card company and blocking them immediately Stay away from these fraudsters
PS Posting the order screenshot from their app as proof"
1118,Foodiction,5,very good food
1119,Foodiction,1,"Bad horrible delivery service they dont even receive call after the delivery time is over 
45 mins they say its been more than 112 hour"
1120,Foodiction,5,Amazing experience
1121,Foodiction,1.5,Order was for main course and a masala papadwhere masala papad was missing and still charged in the billthe naan and rotis were half wasted because it was so thick on the edges and was so tight dat it cannot be eatenalso the order came very lateit was worstplz improverating0stars
1122,Foodiction,1,I wish I could rate them less than 1  well thats what they deserve after serving last night for the last time to me  Poor quality and quantity 
1123,Foodiction,2,"Was hungry at night so ordered from here they delivered it little late I ordered Full Chicken Hyderabadi Roti Basket and Ghee Rice

The food was not so good in taste"
1124,Foodiction,5,good
1125,Foodiction,3,No brownies or cakes just scoop of ice cream
1126,Foodiction,1,The food was delivered late for like more then 1 n half hrs latecompletly cold food due to late servicethat to the delivery boy thretans me of not delivering the order if I dont share location on WhatsAppthis is ridiculouseven when I called the restaurant that the delivery is threatening me of not delivering if I dont share on WhatsAppits wrong address is given while ordering still why you guys need address location over WhatsApp ridiculous service
1127,Foodiction,1,worst food ever tasted
1128,Foodiction,1,very bad time management
